,RN,CCTVID,CCTVNAME,CENTERNAME,XCOORD,YCOORD,URL
48,49,L280051,장승포동 옥림아파트사거리,거제교통정보센터,128.7199567,34.855396,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L280051&cctvName=%25EC%259E%25A5%25EC%258A%25B9%25ED%258F%25AC%25EB%258F%2599%2520%25EC%2598%25A5%25EB%25A6%25BC%25EC%2595%2584%25ED%258C%258C%25ED%258A%25B8%25EC%2582%25AC%25EA%25B1%25B0%25EB%25A6%25AC&kind=t&cctvip=null&cctvch=37&id=637bef0325205&cctvpasswd=null&cctvport=null
49,50,L280052,장승포동 장승포소방서앞,거제교통정보센터,128.7297334,34.8711827,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L280052&cctvName=%25EC%259E%25A5%25EC%258A%25B9%25ED%258F%25AC%25EB%258F%2599%2520%25EC%259E%25A5%25EC%258A%25B9%25ED%258F%25AC%25EC%2586%258C%25EB%25B0%25A9%25EC%2584%259C%25EC%2595%259E&kind=t&cctvip=null&cctvch=26&id=637bef0325205&cctvpasswd=null&cctvport=null
50,51,L280053,장평동 새거제관광휴게소전방,거제교통정보센터,128.5936949,34.8912037,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L280053&cctvName=%25EC%259E%25A5%25ED%258F%2589%25EB%258F%2599%2520%25EC%2583%2588%25EA%25B1%25B0%25EC%25A0%259C%25EA%25B4%2580%25EA%25B4%2591%25ED%259C%25B4%25EA%25B2%258C%25EC%2586%258C%25EC%25A0%2584%25EB%25B0%25A9&kind=t&cctvip=null&cctvch=20&id=637bef0325205&cctvpasswd=null&cctvport=null
51,52,L280055,장평동 신촌삼거리,거제교통정보센터,128.6142103,34.8885017,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L280055&cctvName=%25EC%259E%25A5%25ED%258F%2589%25EB%258F%2599%2520%25EC%258B%25A0%25EC%25B4%258C%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=t&cctvip=null&cctvch=4&id=637bef0325205&cctvpasswd=null&cctvport=null
52,53,L280056,장평동 장평오거리,거제교통정보센터,128.6089338,34.8932442,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L280056&cctvName=%25EC%259E%25A5%25ED%258F%2589%25EB%258F%2599%2520%25EC%259E%25A5%25ED%258F%2589%25EC%2598%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=t&cctvip=null&cctvch=25&id=637bef0325205&cctvpasswd=null&cctvport=null
53,54,L280026,침매터널(거제방향),거제교통정보센터,128.7977039,35.0202051,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L280026&cctvName=%25EC%25B9%25A8%25EB%25A7%25A4%25ED%2584%25B0%25EB%2584%2590(%25EA%25B1%25B0%25EC%25A0%259C%25EB%25B0%25A9%25ED%2596%25A5)&kind=t&cctvip=null&cctvch=17&id=5fc0975374737&cctvpasswd=null&cctvport=null
54,55,L280023,침매터널(부산방향),거제교통정보센터,128.7894504,35.018093,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L280023&cctvName=%25EC%25B9%25A8%25EB%25A7%25A4%25ED%2584%25B0%25EB%2584%2590(%25EB%25B6%2580%25EC%2582%25B0%25EB%25B0%25A9%25ED%2596%25A5)&kind=t&cctvip=null&cctvch=16&id=5fc0975374737&cctvpasswd=null&cctvport=null
55,56,L280018,침매터널입구,거제교통정보센터,128.8090955,35.0224992,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=L280018&cctvName=%25EC%25B9%25A8%25EB%25A7%25A4%25ED%2584%25B0%25EB%2584%2590%25EC%259E%2585%25EA%25B5%25AC&kind=t&cctvip=null&cctvch=18&id=5fc0975374737&cctvpasswd=null&cctvport=null
56,57,E440001,경산네거리,경산교통정보센터,128.734845,35.834296,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E440001&cctvName=%25EA%25B2%25BD%25EC%2582%25B0%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=GG&cctvip=null&cctvch=null&id=cctv01&cctvpasswd=null&cctvport=null
57,58,E440002,경산오거리,경산교통정보센터,128.737192,35.823757,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E440002&cctvName=%25EA%25B2%25BD%25EC%2582%25B0%25EC%2598%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=GG&cctvip=null&cctvch=null&id=cctv02&cctvpasswd=null&cctvport=null
58,59,E440009,계양네거리,경산교통정보센터,128.749202,35.823017,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E440009&cctvName=%25EA%25B3%2584%25EC%2596%2591%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=GG&cctvip=null&cctvch=null&id=cctv09&cctvpasswd=null&cctvport=null
59,60,E440013,대구카톨릭대입구,경산교통정보센터,128.812032,35.907678,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E440013&cctvName=%25EB%258C%2580%25EA%25B5%25AC%25EC%25B9%25B4%25ED%2586%25A8%25EB%25A6%25AD%25EB%258C%2580%25EC%259E%2585%25EA%25B5%25AC&kind=GG&cctvip=null&cctvch=null&id=cctv13&cctvpasswd=null&cctvport=null
60,61,E440010,대구한의대입구 삼거리,경산교통정보센터,128.777384,35.812054,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E440010&cctvName=%25EB%258C%2580%25EA%25B5%25AC%25ED%2595%259C%25EC%259D%2598%25EB%258C%2580%25EC%259E%2585%25EA%25B5%25AC%2520%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=GG&cctvip=null&cctvch=null&id=cctv10&cctvpasswd=null&cctvport=null
61,62,E440014,동강네거리,경산교통정보센터,128.833411,35.956113,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E440014&cctvName=%25EB%258F%2599%25EA%25B0%2595%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=GG&cctvip=null&cctvch=null&id=cctv14&cctvpasswd=null&cctvport=null
62,63,E440003,백천교차로,경산교통정보센터,128.741001,35.807648,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E440003&cctvName=%25EB%25B0%25B1%25EC%25B2%259C%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=GG&cctvip=null&cctvch=null&id=cctv03&cctvpasswd=null&cctvport=null
63,64,E440012,사동삼거리,경산교통정보센터,128.760183,35.818162,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E440012&cctvName=%25EC%2582%25AC%25EB%258F%2599%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=GG&cctvip=null&cctvch=null&id=cctv12&cctvpasswd=null&cctvport=null
64,65,E440006,압량네거리,경산교통정보센터,128.761466,35.841519,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E440006&cctvName=%25EC%2595%2595%25EB%259F%2589%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=GG&cctvip=null&cctvch=null&id=cctv06&cctvpasswd=null&cctvport=null
65,66,E440008,역전네거리,경산교통정보센터,128.728719,35.820048,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E440008&cctvName=%25EC%2597%25AD%25EC%25A0%2584%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=GG&cctvip=null&cctvch=null&id=cctv08&cctvpasswd=null&cctvport=null
66,67,E440005,영대오거리,경산교통정보센터,128.747056,35.834032,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E440005&cctvName=%25EC%2598%2581%25EB%258C%2580%25EC%2598%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=GG&cctvip=null&cctvch=null&id=cctv05&cctvpasswd=null&cctvport=null
67,68,E440011,자인교차로,경산교통정보센터,128.811569,35.815966,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E440011&cctvName=%25EC%259E%2590%25EC%259D%25B8%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=GG&cctvip=null&cctvch=null&id=cctv11&cctvpasswd=null&cctvport=null
68,69,E440004,중산삼거리,경산교통정보센터,128.722551,35.835087,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E440004&cctvName=%25EC%25A4%2591%25EC%2582%25B0%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=GG&cctvip=null&cctvch=null&id=cctv04&cctvpasswd=null&cctvport=null
69,70,E440007,중산지구입구 삼거리,경산교통정보센터,128.716303,35.82456,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E440007&cctvName=%25EC%25A4%2591%25EC%2582%25B0%25EC%25A7%2580%25EA%25B5%25AC%25EC%259E%2585%25EA%25B5%25AC%2520%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=GG&cctvip=null&cctvch=null&id=cctv07&cctvpasswd=null&cctvport=null
70,71,E440015,진량읍사무소,경산교통정보센터,128.818718,35.875016,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E440015&cctvName=%25EC%25A7%2584%25EB%259F%2589%25EC%259D%258D%25EC%2582%25AC%25EB%25AC%25B4%25EC%2586%258C&kind=GG&cctvip=null&cctvch=null&id=cctv15&cctvpasswd=null&cctvport=null
71,72,E350059,건천농협네거리,경주교통정보센터,129.103265,35.849555,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350059&cctvName=%25EA%25B1%25B4%25EC%25B2%259C%25EB%2586%258D%25ED%2598%2591%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=CC&cctvip=null&cctvch=62&id=null&cctvpasswd=null&cctvport=null
72,73,E350005,경주교남단,경주교통정보센터,129.217646,35.851753,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350005&cctvName=%25EA%25B2%25BD%25EC%25A3%25BC%25EA%25B5%2590%25EB%2582%25A8%25EB%258B%25A8&kind=CC&cctvip=null&cctvch=13&id=null&cctvpasswd=null&cctvport=null
73,74,E350036,경주여고삼거리,경주교통정보센터,129.207758,35.857316,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350036&cctvName=%25EA%25B2%25BD%25EC%25A3%25BC%25EC%2597%25AC%25EA%25B3%25A0%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=CC&cctvip=null&cctvch=41&id=null&cctvpasswd=null&cctvport=null
74,75,E350006,경주역삼거리,경주교통정보센터,129.217238,35.844778,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350006&cctvName=%25EA%25B2%25BD%25EC%25A3%25BC%25EC%2597%25AD%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=CC&cctvip=null&cctvch=14&id=null&cctvpasswd=null&cctvport=null
75,76,E350066,계림중네거리,경주교통정보센터,129.212894,35.863477,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350066&cctvName=%25EA%25B3%2584%25EB%25A6%25BC%25EC%25A4%2591%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=CC&cctvip=null&cctvch=69&id=null&cctvpasswd=null&cctvport=null
76,77,E350044,괘릉신호대,경주교통정보센터,129.314139,35.757478,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350044&cctvName=%25EA%25B4%2598%25EB%25A6%2589%25EC%258B%25A0%25ED%2598%25B8%25EB%258C%2580&kind=CC&cctvip=null&cctvch=49&id=null&cctvpasswd=null&cctvport=null
77,78,E350065,교촌교 남단 삼거리,경주교통정보센터,129.214799,35.828513,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350065&cctvName=%25EA%25B5%2590%25EC%25B4%258C%25EA%25B5%2590%2520%25EB%2582%25A8%25EB%258B%25A8%2520%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=CC&cctvip=null&cctvch=68&id=null&cctvpasswd=null&cctvport=null
78,79,E350053,구어2산업단입구교차로,경주교통정보센터,129.294693,35.709996,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350053&cctvName=%25EA%25B5%25AC%25EC%2596%25B42%25EC%2582%25B0%25EC%2597%2585%25EB%258B%25A8%25EC%259E%2585%25EA%25B5%25AC%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=CC&cctvip=null&cctvch=57&id=null&cctvpasswd=null&cctvport=null
79,80,E350018,구어사거리,경주교통정보센터,129.326516,35.707485,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350018&cctvName=%25EA%25B5%25AC%25EC%2596%25B4%25EC%2582%25AC%25EA%25B1%25B0%25EB%25A6%25AC&kind=CC&cctvip=null&cctvch=25&id=null&cctvpasswd=null&cctvport=null
80,81,E350021,구정로터리,경주교통정보센터,129.294861,35.778132,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350021&cctvName=%25EA%25B5%25AC%25EC%25A0%2595%25EB%25A1%259C%25ED%2584%25B0%25EB%25A6%25AC&kind=CC&cctvip=null&cctvch=28&id=null&cctvpasswd=null&cctvport=null
81,82,E350078,구황교네거리,경주교통정보센터,129.236485,35.841586,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350078&cctvName=%25EA%25B5%25AC%25ED%2599%25A9%25EA%25B5%2590%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=CC&cctvip=null&cctvch=9&id=null&cctvpasswd=null&cctvport=null
82,83,E350062,군부대입구신호대(동천1대대),경주교통정보센터,129.234147,35.848392,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350062&cctvName=%25EA%25B5%25B0%25EB%25B6%2580%25EB%258C%2580%25EC%259E%2585%25EA%25B5%25AC%25EC%258B%25A0%25ED%2598%25B8%25EB%258C%2580(%25EB%258F%2599%25EC%25B2%259C1%25EB%258C%2580%25EB%258C%2580)&kind=CC&cctvip=null&cctvch=65&id=null&cctvpasswd=null&cctvport=null
83,84,E350008,금성삼거리,경주교통정보센터,129.206144,35.817891,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350008&cctvName=%25EA%25B8%2588%25EC%2584%25B1%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=CC&cctvip=null&cctvch=16&id=null&cctvpasswd=null&cctvport=null
84,85,E350012,금장교네거리,경주교통정보센터,129.207121,35.865874,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350012&cctvName=%25EA%25B8%2588%25EC%259E%25A5%25EA%25B5%2590%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=CC&cctvip=null&cctvch=2&id=null&cctvpasswd=null&cctvport=null
85,86,E350009,금장교차로,경주교통정보센터,129.193903,35.873003,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350009&cctvName=%25EA%25B8%2588%25EC%259E%25A5%25EA%25B5%2590%25EC%25B0%25A8%25EB%25A1%259C&kind=CC&cctvip=null&cctvch=17&id=null&cctvpasswd=null&cctvport=null
86,87,E350048,나산초등삼거리신호대,경주교통정보센터,129.471242,35.698658,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350048&cctvName=%25EB%2582%2598%25EC%2582%25B0%25EC%25B4%2588%25EB%2593%25B1%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC%25EC%258B%25A0%25ED%2598%25B8%25EB%258C%2580&kind=CC&cctvip=null&cctvch=52&id=null&cctvpasswd=null&cctvport=null
87,88,E350022,나정교사거리,경주교통정보센터,129.2024,35.815577,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350022&cctvName=%25EB%2582%2598%25EC%25A0%2595%25EA%25B5%2590%25EC%2582%25AC%25EA%25B1%25B0%25EB%25A6%25AC&kind=CC&cctvip=null&cctvch=29&id=null&cctvpasswd=null&cctvport=null
88,89,E350057,달성네거리,경주교통정보센터,129.243645,36.058059,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350057&cctvName=%25EB%258B%25AC%25EC%2584%25B1%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=CC&cctvip=null&cctvch=60&id=null&cctvpasswd=null&cctvport=null
89,90,E350049,대종천삼거리(대본삼거리),경주교통정보센터,129.480226,35.744926,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350049&cctvName=%25EB%258C%2580%25EC%25A2%2585%25EC%25B2%259C%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC(%25EB%258C%2580%25EB%25B3%25B8%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC)&kind=CC&cctvip=null&cctvch=53&id=null&cctvpasswd=null&cctvport=null
90,91,E350076,도당터널 인근,경주교통정보센터,129.221924,35.824426,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350076&cctvName=%25EB%258F%2584%25EB%258B%25B9%25ED%2584%25B0%25EB%2584%2590%2520%25EC%259D%25B8%25EA%25B7%25BC&kind=CC&cctvip=null&cctvch=78&id=null&cctvpasswd=null&cctvport=null
91,92,E350067,동대교네거리,경주교통정보센터,129.202217,35.856301,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350067&cctvName=%25EB%258F%2599%25EB%258C%2580%25EA%25B5%2590%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=CC&cctvip=null&cctvch=7&id=null&cctvpasswd=null&cctvport=null
92,93,E350032,동천동,경주교통정보센터,129.24804,35.8433,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350032&cctvName=%25EB%258F%2599%25EC%25B2%259C%25EB%258F%2599&kind=CC&cctvip=null&cctvch=38&id=null&cctvpasswd=null&cctvport=null
93,94,E350027,두산위브네거리,경주교통정보센터,129.325063,35.781257,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350027&cctvName=%25EB%2591%2590%25EC%2582%25B0%25EC%259C%2584%25EB%25B8%258C%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=CC&cctvip=null&cctvch=33&id=null&cctvpasswd=null&cctvport=null
94,95,E350040,라한셀렉트삼거리,경주교통정보센터,129.278404,35.850715,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350040&cctvName=%25EB%259D%25BC%25ED%2595%259C%25EC%2585%2580%25EB%25A0%2589%25ED%258A%25B8%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=CC&cctvip=null&cctvch=45&id=null&cctvpasswd=null&cctvport=null
95,96,E350073,문산2산단진입로네거리,경주교통정보센터,129.314749,35.672029,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350073&cctvName=%25EB%25AC%25B8%25EC%2582%25B02%25EC%2582%25B0%25EB%258B%25A8%25EC%25A7%2584%25EC%259E%2585%25EB%25A1%259C%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=CC&cctvip=null&cctvch=75&id=null&cctvpasswd=null&cctvport=null
96,97,E350026,박물관네거리,경주교통정보센터,129.229265,35.831332,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350026&cctvName=%25EB%25B0%2595%25EB%25AC%25BC%25EA%25B4%2580%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=CC&cctvip=null&cctvch=32&id=null&cctvpasswd=null&cctvport=null
97,98,E350077,배반네거리,경주교통정보센터,129.23493,35.827678,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350077&cctvName=%25EB%25B0%25B0%25EB%25B0%2598%25EB%2584%25A4%25EA%25B1%25B0%25EB%25A6%25AC&kind=CC&cctvip=null&cctvch=8&id=null&cctvpasswd=null&cctvport=null
98,99,E350011,보문교삼거리,경주교통정보센터,129.258372,35.846613,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350011&cctvName=%25EB%25B3%25B4%25EB%25AC%25B8%25EA%25B5%2590%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=CC&cctvip=null&cctvch=19&id=null&cctvpasswd=null&cctvport=null
99,100,E350029,보불로삼거리,경주교통정보센터,129.30073,35.831627,https://www.utic.go.kr/view/map/openDataCctvStream.jsp?key=XxTwsc3p80QmOWMFWzJ3Y6W4zJmhHXjxKGxpDAeQS9fxU8tEPej1yQhboGwXhk&cctvid=E350029&cctvName=%25EB%25B3%25B4%25EB%25B6%2588%25EB%25A1%259C%25EC%2582%25BC%25EA%25B1%25B0%25EB%25A6%25AC&kind=CC&cctvip=null&cctvch=35&id=null&cctvpasswd=null&cctvport=null
